filename,instance_cost,total_execution_time
typescript-website-play-04/typescript-website-play-04.traj,0.477972,91.97577596
typescript-website-play-07/typescript-website-play-07.traj,0.4481895,64.60188059
typescript-website-play-05/typescript-website-play-05.traj,0.2189935,24.82791523
typescript-website-play-13/typescript-website-play-13.traj,0.3898037,33.78215267
typescript-website-play-03/typescript-website-play-03.traj,0.2987182,64.22845836
typescript-website-play-06/typescript-website-play-06.traj,2.8091998,10.29263428
typescript-website-play-08/typescript-website-play-08.traj,3.0004799,11.47646705
typescript-website-play-09/typescript-website-play-09.traj,0.0363869,0.41131133
typescript-website-tools-02/typescript-website-tools-02.traj,0.7448914,3.478809636
typescript-website-tools-07/typescript-website-tools-07.traj,3.0121553,34.33852387
typescript-website-tools-06/typescript-website-tools-06.traj,3.0269547,50.61212348
typescript-website-tools-01/typescript-website-tools-01.traj,3.0634714,41.64578093
typescript-website-tools-03/typescript-website-tools-03.traj,0.3922138,52.27297375
typescript-website-tools-08/typescript-website-tools-08.traj,0.682385,34.0652325
typescript-website-tools-05/typescript-website-tools-05.traj,1.226929,100.2177222
typescript-website-tools-04/typescript-website-tools-04.traj,0.5261245,35.17432128
????,1.060377,35.4316
